AREA,FORECAST,DATE,TIME,Count
Geylang,Fair (Night),2024-03-15,03:14:24,69
Hougang,Fair (Night),2024-03-15,03:14:24,28
Jalan Bahar,Fair (Night),2024-03-15,03:14:24,1
Jurong East,Fair (Night),2024-03-15,03:14:24,21
Jurong West,Fair (Night),2024-03-15,03:14:24,40
Kallang,Fair (Night),2024-03-15,03:14:24,76
Mandai,Fair (Night),2024-03-15,03:14:24,2
Marine Parade,Fair (Night),2024-03-15,03:14:24,8
Novena,Fair (Night),2024-03-15,03:14:24,9
Pasir Ris,Fair (Night),2024-03-15,03:14:24,36
Paya Lebar,Fair (Night),2024-03-15,03:14:24,6
Pioneer,Fair (Night),2024-03-15,03:14:24,6
Punggol,Fair (Night),2024-03-15,03:14:24,37
Queenstown,Fair (Night),2024-03-15,03:14:24,12
Seletar,Fair (Night),2024-03-15,03:14:24,12
Sembawang,Fair (Night),2024-03-15,03:14:24,42
Sengkang,Fair (Night),2024-03-15,03:14:24,39
Sentosa,Fair (Night),2024-03-15,03:14:24,4
Serangoon,Fair (Night),2024-03-15,03:14:24,41
Sungei Kadut,Fair (Night),2024-03-15,03:14:24,19
Tampines,Fair (Night),2024-03-15,03:14:24,59
Tanglin,Fair (Night),2024-03-15,03:14:24,6
Toa Payoh,Fair (Night),2024-03-15,03:14:24,61
Woodlands,Fair (Night),2024-03-15,03:14:24,67
Yishun,Fair (Night),2024-03-15,03:14:24,56
Ang Mo Kio,Fair (Night),2024-03-15,03:29:25,25
Bedok,Fair (Night),2024-03-15,03:29:25,65
Bishan,Fair (Night),2024-03-15,03:29:25,16
Boon Lay,Fair (Night),2024-03-15,03:29:25,1
Bukit Batok,Fair (Night),2024-03-15,03:29:25,28
Bukit Merah,Fair (Night),2024-03-15,03:29:25,32
Bukit Panjang,Fair (Night),2024-03-15,03:29:25,15
Bukit Timah,Fair (Night),2024-03-15,03:29:25,12
Changi,Fair (Night),2024-03-15,03:29:25,145
Choa Chu Kang,Fair (Night),2024-03-15,03:29:25,33
City,Fair (Night),2024-03-15,03:29:25,65
Clementi,Fair (Night),2024-03-15,03:29:25,21
Geylang,Fair (Night),2024-03-15,03:29:25,83
Hougang,Fair (Night),2024-03-15,03:29:25,29
Jurong East,Fair (Night),2024-03-15,03:29:25,22
Jurong West,Fair (Night),2024-03-15,03:29:25,41
Kallang,Fair (Night),2024-03-15,03:29:25,68
Mandai,Fair (Night),2024-03-15,03:29:25,5
Marine Parade,Fair (Night),2024-03-15,03:29:25,9
Novena,Fair (Night),2024-03-15,03:29:25,11
Pasir Ris,Fair (Night),2024-03-15,03:29:25,34
Paya Lebar,Fair (Night),2024-03-15,03:29:25,5
Pioneer,Fair (Night),2024-03-15,03:29:25,1
Pulau Ubin,Fair (Night),2024-03-15,03:29:25,1
Punggol,Fair (Night),2024-03-15,03:29:25,39
Queenstown,Fair (Night),2024-03-15,03:29:25,6
Seletar,Fair (Night),2024-03-15,03:29:25,21
Sembawang,Fair (Night),2024-03-15,03:29:25,38
Sengkang,Fair (Night),2024-03-15,03:29:25,36
Sentosa,Fair (Night),2024-03-15,03:29:25,8
Serangoon,Fair (Night),2024-03-15,03:29:25,44
Sungei Kadut,Fair (Night),2024-03-15,03:29:25,23
Tampines,Fair (Night),2024-03-15,03:29:25,48
Tanglin,Fair (Night),2024-03-15,03:29:25,12
Tengah,Fair (Night),2024-03-15,03:29:25,6
Toa Payoh,Fair (Night),2024-03-15,03:29:25,53
Woodlands,Fair (Night),2024-03-15,03:29:25,64
Yishun,Fair (Night),2024-03-15,03:29:25,46
Ang Mo Kio,Fair (Night),2024-03-15,03:44:56,25
Bedok,Fair (Night),2024-03-15,03:44:56,69
Bishan,Fair (Night),2024-03-15,03:44:56,13
Boon Lay,Fair (Night),2024-03-15,03:44:56,1
Bukit Batok,Fair (Night),2024-03-15,03:44:56,28
Bukit Merah,Fair (Night),2024-03-15,03:44:56,36
Bukit Panjang,Fair (Night),2024-03-15,03:44:56,16
Bukit Timah,Fair (Night),2024-03-15,03:44:56,12
Changi,Fair (Night),2024-03-15,03:44:56,120
Choa Chu Kang,Fair (Night),2024-03-15,03:44:56,36
City,Fair (Night),2024-03-15,03:44:56,86
Clementi,Fair (Night),2024-03-15,03:44:56,23
Geylang,Fair (Night),2024-03-15,03:44:56,80
Hougang,Fair (Night),2024-03-15,03:44:56,27
Jurong East,Fair (Night),2024-03-15,03:44:56,17
Jurong Island,Fair (Night),2024-03-15,03:44:56,1
Jurong West,Fair (Night),2024-03-15,03:44:56,47
Kallang,Fair (Night),2024-03-15,03:44:56,71
Mandai,Fair (Night),2024-03-15,03:44:56,4
Marine Parade,Fair (Night),2024-03-15,03:44:56,5
Novena,Fair (Night),2024-03-15,03:44:56,4
Pasir Ris,Fair (Night),2024-03-15,03:44:56,30
Paya Lebar,Fair (Night),2024-03-15,03:44:56,9
Pioneer,Fair (Night),2024-03-15,03:44:56,3
Punggol,Fair (Night),2024-03-15,03:44:56,40
Queenstown,Fair (Night),2024-03-15,03:44:56,5
Seletar,Fair (Night),2024-03-15,03:44:56,11
Sembawang,Fair (Night),2024-03-15,03:44:56,42
Sengkang,Fair (Night),2024-03-15,03:44:56,49
Sentosa,Fair (Night),2024-03-15,03:44:56,10
Serangoon,Fair (Night),2024-03-15,03:44:56,41
Sungei Kadut,Fair (Night),2024-03-15,03:44:56,16
Tampines,Fair (Night),2024-03-15,03:44:56,55
Tanglin,Fair (Night),2024-03-15,03:44:56,8
Tengah,Fair (Night),2024-03-15,03:44:56,5
Toa Payoh,Fair (Night),2024-03-15,03:44:56,51
Tuas,Fair (Night),2024-03-15,03:44:56,2
Woodlands,Fair (Night),2024-03-15,03:44:56,73
Yishun,Fair (Night),2024-03-15,03:44:56,47
Ang Mo Kio,Fair (Night),2024-03-15,03:59:56,30
Bedok,Fair (Night),2024-03-15,03:59:56,54
Bishan,Fair (Night),2024-03-15,03:59:56,17
Bukit Batok,Fair (Night),2024-03-15,03:59:56,27
Bukit Merah,Fair (Night),2024-03-15,03:59:56,26
Bukit Panjang,Fair (Night),2024-03-15,03:59:56,25
Bukit Timah,Fair (Night),2024-03-15,03:59:56,13
Central Water Catchment,Fair (Night),2024-03-15,03:59:56,1
Changi,Fair (Night),2024-03-15,03:59:56,114
Choa Chu Kang,Fair (Night),2024-03-15,03:59:56,28
City,Fair (Night),2024-03-15,03:59:56,82
Clementi,Fair (Night),2024-03-15,03:59:56,8
Geylang,Fair (Night),2024-03-15,03:59:56,77
Hougang,Fair (Night),2024-03-15,03:59:56,21
Jurong East,Fair (Night),2024-03-15,03:59:56,15
Jurong West,Fair (Night),2024-03-15,03:59:56,38
Kallang,Fair (Night),2024-03-15,03:59:56,71
Mandai,Fair (Night),2024-03-15,03:59:56,4
Marine Parade,Fair (Night),2024-03-15,03:59:56,13
Novena,Fair (Night),2024-03-15,03:59:56,12
Pasir Ris,Fair (Night),2024-03-15,03:59:56,29
Paya Lebar,Fair (Night),2024-03-15,03:59:56,4
Pioneer,Fair (Night),2024-03-15,03:59:56,2
Pulau Ubin,Fair (Night),2024-03-15,03:59:56,1
Punggol,Fair (Night),2024-03-15,03:59:56,31
Queenstown,Fair (Night),2024-03-15,03:59:56,6
Seletar,Fair (Night),2024-03-15,03:59:56,8
Sembawang,Fair (Night),2024-03-15,03:59:56,33
Sengkang,Fair (Night),2024-03-15,03:59:56,40
Sentosa,Fair (Night),2024-03-15,03:59:56,7
Serangoon,Fair (Night),2024-03-15,03:59:56,36
Sungei Kadut,Fair (Night),2024-03-15,03:59:56,15
Tampines,Fair (Night),2024-03-15,03:59:56,39
Tanglin,Fair (Night),2024-03-15,03:59:56,7
Tengah,Fair (Night),2024-03-15,03:59:56,1
Toa Payoh,Fair (Night),2024-03-15,03:59:56,44
Tuas,Fair (Night),2024-03-15,03:59:56,1
Woodlands,Fair (Night),2024-03-15,03:59:56,65
Yishun,Fair (Night),2024-03-15,03:59:56,35
Ang Mo Kio,Fair (Night),2024-03-15,04:14:27,31
Bedok,Fair (Night),2024-03-15,04:14:27,54
Bishan,Fair (Night),2024-03-15,04:14:27,14
Bukit Batok,Fair (Night),2024-03-15,04:14:27,39
Bukit Merah,Fair (Night),2024-03-15,04:14:27,37
Bukit Panjang,Fair (Night),2024-03-15,04:14:27,15
Bukit Timah,Fair (Night),2024-03-15,04:14:27,12
Changi,Fair (Night),2024-03-15,04:14:27,125
Choa Chu Kang,Fair (Night),2024-03-15,04:14:27,38
City,Fair (Night),2024-03-15,04:14:27,87
Clementi,Fair (Night),2024-03-15,04:14:27,13
Geylang,Fair (Night),2024-03-15,04:14:27,63
Hougang,Fair (Night),2024-03-15,04:14:27,26
Jalan Bahar,Fair (Night),2024-03-15,04:14:27,1
Jurong East,Fair (Night),2024-03-15,04:14:27,13
Jurong West,Fair (Night),2024-03-15,04:14:27,49
Kallang,Fair (Night),2024-03-15,04:14:27,76
Mandai,Fair (Night),2024-03-15,04:14:27,4
Marine Parade,Fair (Night),2024-03-15,04:14:27,5
Novena,Fair (Night),2024-03-15,04:14:27,11
Pasir Ris,Fair (Night),2024-03-15,04:14:27,49
Paya Lebar,Fair (Night),2024-03-15,04:14:27,8
Pioneer,Fair (Night),2024-03-15,04:14:27,2
Punggol,Fair (Night),2024-03-15,04:14:27,33
Queenstown,Fair (Night),2024-03-15,04:14:27,4
Seletar,Fair (Night),2024-03-15,04:14:27,12
Sembawang,Fair (Night),2024-03-15,04:14:27,45
Sengkang,Fair (Night),2024-03-15,04:14:27,46
Sentosa,Fair (Night),2024-03-15,04:14:27,10
Serangoon,Fair (Night),2024-03-15,04:14:27,37
Sungei Kadut,Fair (Night),2024-03-15,04:14:27,20
Tampines,Fair (Night),2024-03-15,04:14:27,47
Tanglin,Fair (Night),2024-03-15,04:14:27,9
Toa Payoh,Fair (Night),2024-03-15,04:14:27,44
Tuas,Fair (Night),2024-03-15,04:14:27,2
Woodlands,Fair (Night),2024-03-15,04:14:27,93
Yishun,Fair (Night),2024-03-15,04:14:27,48
Ang Mo Kio,Fair (Night),2024-03-15,04:29:28,28
Bedok,Fair (Night),2024-03-15,04:29:28,55
Bishan,Fair (Night),2024-03-15,04:29:28,18
Bukit Batok,Fair (Night),2024-03-15,04:29:28,39
Bukit Merah,Fair (Night),2024-03-15,04:29:28,38
Bukit Panjang,Fair (Night),2024-03-15,04:29:28,14
Bukit Timah,Fair (Night),2024-03-15,04:29:28,7
Central Water Catchment,Fair (Night),2024-03-15,04:29:28,1
Changi,Fair (Night),2024-03-15,04:29:28,111
Choa Chu Kang,Fair (Night),2024-03-15,04:29:28,34
City,Fair (Night),2024-03-15,04:29:28,99
Clementi,Fair (Night),2024-03-15,04:29:28,17
Geylang,Fair (Night),2024-03-15,04:29:28,60
Hougang,Fair (Night),2024-03-15,04:29:28,16
Jurong East,Fair (Night),2024-03-15,04:29:28,13
Jurong West,Fair (Night),2024-03-15,04:29:28,40
Kallang,Fair (Night),2024-03-15,04:29:28,60
Mandai,Fair (Night),2024-03-15,04:29:28,3
Marine Parade,Fair (Night),2024-03-15,04:29:28,6
Novena,Fair (Night),2024-03-15,04:29:28,9
Pasir Ris,Fair (Night),2024-03-15,04:29:28,44
Paya Lebar,Fair (Night),2024-03-15,04:29:28,5
Pioneer,Fair (Night),2024-03-15,04:29:28,1
Pulau Ubin,Fair (Night),2024-03-15,04:29:28,1
Punggol,Fair (Night),2024-03-15,04:29:28,41
Queenstown,Fair (Night),2024-03-15,04:29:28,11
Seletar,Fair (Night),2024-03-15,04:29:28,12
Sembawang,Fair (Night),2024-03-15,04:29:28,37
Sengkang,Fair (Night),2024-03-15,04:29:28,27
Sentosa,Fair (Night),2024-03-15,04:29:28,9
Serangoon,Fair (Night),2024-03-15,04:29:28,35
Sungei Kadut,Fair (Night),2024-03-15,04:29:28,18
Tampines,Fair (Night),2024-03-15,04:29:28,49
Tanglin,Fair (Night),2024-03-15,04:29:28,10
Tengah,Fair (Night),2024-03-15,04:29:28,2
Toa Payoh,Fair (Night),2024-03-15,04:29:28,55
Tuas,Fair (Night),2024-03-15,04:29:28,2
Woodlands,Fair (Night),2024-03-15,04:29:28,89
Yishun,Fair (Night),2024-03-15,04:29:28,44
Ang Mo Kio,Fair (Night),2024-03-15,04:44:59,26
Bedok,Fair (Night),2024-03-15,04:44:59,49
Bishan,Fair (Night),2024-03-15,04:44:59,17
Boon Lay,Fair (Night),2024-03-15,04:44:59,3
Bukit Batok,Fair (Night),2024-03-15,04:44:59,38
Bukit Merah,Fair (Night),2024-03-15,04:44:59,28
Bukit Panjang,Fair (Night),2024-03-15,04:44:59,21
Bukit Timah,Fair (Night),2024-03-15,04:44:59,11
Central Water Catchment,Fair (Night),2024-03-15,04:44:59,1
Changi,Fair (Night),2024-03-15,04:44:59,138
Choa Chu Kang,Fair (Night),2024-03-15,04:44:59,35
City,Fair (Night),2024-03-15,04:44:59,90
Clementi,Fair (Night),2024-03-15,04:44:59,21
Geylang,Fair (Night),2024-03-15,04:44:59,57
Hougang,Fair (Night),2024-03-15,04:44:59,25
Jurong East,Fair (Night),2024-03-15,04:44:59,10
Jurong West,Fair (Night),2024-03-15,04:44:59,39
Kallang,Fair (Night),2024-03-15,04:44:59,45
Mandai,Fair (Night),2024-03-15,04:44:59,1
Marine Parade,Fair (Night),2024-03-15,04:44:59,5
Novena,Fair (Night),2024-03-15,04:44:59,10
Pasir Ris,Fair (Night),2024-03-15,04:44:59,47
Paya Lebar,Fair (Night),2024-03-15,04:44:59,6
Pioneer,Fair (Night),2024-03-15,04:44:59,3
Punggol,Fair (Night),2024-03-15,04:44:59,34
Queenstown,Fair (Night),2024-03-15,04:44:59,12
Seletar,Fair (Night),2024-03-15,04:44:59,12
Sembawang,Fair (Night),2024-03-15,04:44:59,44
Sengkang,Fair (Night),2024-03-15,04:44:59,34
Sentosa,Fair (Night),2024-03-15,04:44:59,11
Serangoon,Fair (Night),2024-03-15,04:44:59,29
Sungei Kadut,Fair (Night),2024-03-15,04:44:59,16
Tampines,Fair (Night),2024-03-15,04:44:59,52
Tanglin,Fair (Night),2024-03-15,04:44:59,13
Tengah,Fair (Night),2024-03-15,04:44:59,3
Toa Payoh,Fair (Night),2024-03-15,04:44:59,40
Tuas,Fair (Night),2024-03-15,04:44:59,1
Woodlands,Fair (Night),2024-03-15,04:44:59,64
Yishun,Fair (Night),2024-03-15,04:44:59,48
Ang Mo Kio,Fair (Night),2024-03-15,04:59:29,31
Bedok,Fair (Night),2024-03-15,04:59:29,49
Bishan,Fair (Night),2024-03-15,04:59:29,16
Bukit Batok,Fair (Night),2024-03-15,04:59:29,32
Bukit Merah,Fair (Night),2024-03-15,04:59:29,40
Bukit Panjang,Fair (Night),2024-03-15,04:59:29,17
Bukit Timah,Fair (Night),2024-03-15,04:59:29,12
Changi,Fair (Night),2024-03-15,04:59:29,150
Choa Chu Kang,Fair (Night),2024-03-15,04:59:29,34
City,Fair (Night),2024-03-15,04:59:29,69
Clementi,Fair (Night),2024-03-15,04:59:29,23
Geylang,Fair (Night),2024-03-15,04:59:29,54
Hougang,Fair (Night),2024-03-15,04:59:29,28
Jalan Bahar,Fair (Night),2024-03-15,04:59:29,1
Jurong East,Fair (Night),2024-03-15,04:59:29,18
Jurong West,Fair (Night),2024-03-15,04:59:29,42
Kallang,Fair (Night),2024-03-15,04:59:29,48
Marine Parade,Fair (Night),2024-03-15,04:59:29,7
Novena,Fair (Night),2024-03-15,04:59:29,5
Pasir Ris,Fair (Night),2024-03-15,04:59:29,47
Paya Lebar,Fair (Night),2024-03-15,04:59:29,6
Pioneer,Fair (Night),2024-03-15,04:59:29,3
Pulau Ubin,Fair (Night),2024-03-15,04:59:29,2
Punggol,Fair (Night),2024-03-15,04:59:29,28
Queenstown,Fair (Night),2024-03-15,04:59:29,8
Seletar,Fair (Night),2024-03-15,04:59:29,17
Sembawang,Fair (Night),2024-03-15,04:59:29,37
Sengkang,Fair (Night),2024-03-15,04:59:29,49
Sentosa,Fair (Night),2024-03-15,04:59:29,4
Serangoon,Fair (Night),2024-03-15,04:59:29,38
Sungei Kadut,Fair (Night),2024-03-15,04:59:29,20
Tampines,Fair (Night),2024-03-15,04:59:29,44
Tanglin,Fair (Night),2024-03-15,04:59:29,12
Tengah,Fair (Night),2024-03-15,04:59:29,1
Toa Payoh,Fair (Night),2024-03-15,04:59:29,47
Tuas,Fair (Night),2024-03-15,04:59:29,1
Woodlands,Fair (Night),2024-03-15,04:59:29,63
Yishun,Fair (Night),2024-03-15,04:59:29,42
Ang Mo Kio,Fair (Night),2024-03-15,05:15:00,40
Bedok,Fair (Night),2024-03-15,05:15:00,53
Bishan,Fair (Night),2024-03-15,05:15:00,18
Boon Lay,Fair (Night),2024-03-15,05:15:00,5
Bukit Batok,Fair (Night),2024-03-15,05:15:00,37
Bukit Merah,Fair (Night),2024-03-15,05:15:00,39
Bukit Panjang,Fair (Night),2024-03-15,05:15:00,14
Bukit Timah,Fair (Night),2024-03-15,05:15:00,9
Central Water Catchment,Fair (Night),2024-03-15,05:15:00,1
Changi,Fair (Night),2024-03-15,05:15:00,140
Choa Chu Kang,Fair (Night),2024-03-15,05:15:00,36
City,Fair (Night),2024-03-15,05:15:00,59
Clementi,Fair (Night),2024-03-15,05:15:00,10
Geylang,Fair (Night),2024-03-15,05:15:00,61
Hougang,Fair (Night),2024-03-15,05:15:00,25
Jalan Bahar,Fair (Night),2024-03-15,05:15:00,1
Jurong East,Fair (Night),2024-03-15,05:15:00,12
Jurong West,Fair (Night),2024-03-15,05:15:00,43
Kallang,Fair (Night),2024-03-15,05:15:00,50
Mandai,Fair (Night),2024-03-15,05:15:00,4
Marine Parade,Fair (Night),2024-03-15,05:15:00,4
Novena,Fair (Night),2024-03-15,05:15:00,5
Pasir Ris,Fair (Night),2024-03-15,05:15:00,45
Paya Lebar,Fair (Night),2024-03-15,05:15:00,10
Pioneer,Fair (Night),2024-03-15,05:15:00,3
Punggol,Fair (Night),2024-03-15,05:15:00,29
Queenstown,Fair (Night),2024-03-15,05:15:00,13
Seletar,Fair (Night),2024-03-15,05:15:00,8
Sembawang,Fair (Night),2024-03-15,05:15:00,36
Sengkang,Fair (Night),2024-03-15,05:15:00,27
Sentosa,Fair (Night),2024-03-15,05:15:00,5
Serangoon,Fair (Night),2024-03-15,05:15:00,31
Sungei Kadut,Fair (Night),2024-03-15,05:15:00,21
Tampines,Fair (Night),2024-03-15,05:15:00,48
Tanglin,Fair (Night),2024-03-15,05:15:00,12
Tengah,Fair (Night),2024-03-15,05:15:00,2
Toa Payoh,Fair (Night),2024-03-15,05:15:00,46
Tuas,Fair (Night),2024-03-15,05:15:00,1
Woodlands,Fair (Night),2024-03-15,05:15:00,58
Yishun,Fair (Night),2024-03-15,05:15:00,42
Ang Mo Kio,Fair (Night),2024-03-15,05:30:01,30
Bedok,Fair (Night),2024-03-15,05:30:01,55
Bishan,Fair (Night),2024-03-15,05:30:01,9
Boon Lay,Fair (Night),2024-03-15,05:30:01,1
Bukit Batok,Fair (Night),2024-03-15,05:30:01,25
Bukit Merah,Fair (Night),2024-03-15,05:30:01,39
Bukit Panjang,Fair (Night),2024-03-15,05:30:01,22
Bukit Timah,Fair (Night),2024-03-15,05:30:01,16
Changi,Fair (Night),2024-03-15,05:30:01,186
Choa Chu Kang,Fair (Night),2024-03-15,05:30:01,40
City,Fair (Night),2024-03-15,05:30:01,56
Clementi,Fair (Night),2024-03-15,05:30:01,16
Geylang,Fair (Night),2024-03-15,05:30:01,53
Hougang,Fair (Night),2024-03-15,05:30:01,25
Jalan Bahar,Fair (Night),2024-03-15,05:30:01,1
Jurong East,Fair (Night),2024-03-15,05:30:01,4
Jurong West,Fair (Night),2024-03-15,05:30:01,36
Kallang,Fair (Night),2024-03-15,05:30:01,44
Mandai,Fair (Night),2024-03-15,05:30:01,3
Marine Parade,Fair (Night),2024-03-15,05:30:01,6
Novena,Fair (Night),2024-03-15,05:30:01,10
Pasir Ris,Fair (Night),2024-03-15,05:30:01,47
Paya Lebar,Fair (Night),2024-03-15,05:30:01,7
Pioneer,Fair (Night),2024-03-15,05:30:01,7
Pulau Ubin,Fair (Night),2024-03-15,05:30:01,1
Punggol,Fair (Night),2024-03-15,05:30:01,31
Queenstown,Fair (Night),2024-03-15,05:30:01,5
Seletar,Fair (Night),2024-03-15,05:30:01,15
Sembawang,Fair (Night),2024-03-15,05:30:01,34
Sengkang,Fair (Night),2024-03-15,05:30:01,35
Sentosa,Fair (Night),2024-03-15,05:30:01,3
Serangoon,Fair (Night),2024-03-15,05:30:01,37
Sungei Kadut,Fair (Night),2024-03-15,05:30:01,17
Tampines,Fair (Night),2024-03-15,05:30:01,51
Tanglin,Fair (Night),2024-03-15,05:30:01,11
Tengah,Fair (Night),2024-03-15,05:30:01,1
Toa Payoh,Fair (Night),2024-03-15,05:30:01,32
Tuas,Fair (Night),2024-03-15,05:30:01,2
Woodlands,Fair (Night),2024-03-15,05:30:01,58
Yishun,Fair (Night),2024-03-15,05:30:01,50
Ang Mo Kio,Fair (Night),2024-03-15,05:44:32,24
Bedok,Fair (Night),2024-03-15,05:44:32,74
Bishan,Fair (Night),2024-03-15,05:44:32,8
Boon Lay,Fair (Night),2024-03-15,05:44:32,4
Bukit Batok,Fair (Night),2024-03-15,05:44:32,21
Bukit Merah,Fair (Night),2024-03-15,05:44:32,34
Bukit Panjang,Fair (Night),2024-03-15,05:44:32,19
Bukit Timah,Fair (Night),2024-03-15,05:44:32,13
Central Water Catchment,Fair (Night),2024-03-15,05:44:32,1
Changi,Fair (Night),2024-03-15,05:44:32,196
Choa Chu Kang,Fair (Night),2024-03-15,05:44:32,37
City,Fair (Night),2024-03-15,05:44:32,51
Clementi,Fair (Night),2024-03-15,05:44:32,17
Geylang,Fair (Night),2024-03-15,05:44:32,37
Hougang,Fair (Night),2024-03-15,05:44:32,24
Jalan Bahar,Fair (Night),2024-03-15,05:44:32,1
Jurong East,Fair (Night),2024-03-15,05:44:32,9
Jurong Island,Fair (Night),2024-03-15,05:44:32,1
Jurong West,Fair (Night),2024-03-15,05:44:32,41
Kallang,Fair (Night),2024-03-15,05:44:32,42
Mandai,Fair (Night),2024-03-15,05:44:32,4
Marine Parade,Fair (Night),2024-03-15,05:44:32,10
Novena,Fair (Night),2024-03-15,05:44:32,5
Pasir Ris,Fair (Night),2024-03-15,05:44:32,59
Paya Lebar,Fair (Night),2024-03-15,05:44:32,7
Pioneer,Fair (Night),2024-03-15,05:44:32,5
Punggol,Fair (Night),2024-03-15,05:44:32,37
Queenstown,Fair (Night),2024-03-15,05:44:32,8
Seletar,Fair (Night),2024-03-15,05:44:32,14
Sembawang,Fair (Night),2024-03-15,05:44:32,38
Sengkang,Fair (Night),2024-03-15,05:44:32,46
Sentosa,Fair (Night),2024-03-15,05:44:32,5
Serangoon,Fair (Night),2024-03-15,05:44:32,33
Sungei Kadut,Fair (Night),2024-03-15,05:44:32,17
Tampines,Fair (Night),2024-03-15,05:44:32,65
Tanglin,Fair (Night),2024-03-15,05:44:32,10
Tengah,Fair (Night),2024-03-15,05:44:32,3
Toa Payoh,Fair (Night),2024-03-15,05:44:32,35
Woodlands,Fair (Night),2024-03-15,05:44:32,49
Yishun,Fair (Night),2024-03-15,05:44:32,56
Ang Mo Kio,Fair (Night),2024-03-15,05:59:33,28
Bedok,Fair (Night),2024-03-15,05:59:33,60
Bishan,Fair (Night),2024-03-15,05:59:33,12
Boon Lay,Fair (Night),2024-03-15,05:59:33,3
Bukit Batok,Fair (Night),2024-03-15,05:59:33,28
Bukit Merah,Fair (Night),2024-03-15,05:59:33,38
Bukit Panjang,Fair (Night),2024-03-15,05:59:33,15
Bukit Timah,Fair (Night),2024-03-15,05:59:33,12
Changi,Fair (Night),2024-03-15,05:59:33,237
Choa Chu Kang,Fair (Night),2024-03-15,05:59:33,37
City,Fair (Night),2024-03-15,05:59:33,65
Clementi,Fair (Night),2024-03-15,05:59:33,17
Geylang,Fair (Night),2024-03-15,05:59:33,37
Hougang,Fair (Night),2024-03-15,05:59:33,22
Jalan Bahar,Fair (Night),2024-03-15,05:59:33,1
Jurong East,Fair (Night),2024-03-15,05:59:33,17
Jurong West,Fair (Night),2024-03-15,05:59:33,46
Kallang,Fair (Night),2024-03-15,05:59:33,37
Mandai,Fair (Night),2024-03-15,05:59:33,3
Marine Parade,Fair (Night),2024-03-15,05:59:33,11
Novena,Fair (Night),2024-03-15,05:59:33,4
Pasir Ris,Fair (Night),2024-03-15,05:59:33,66
Paya Lebar,Fair (Night),2024-03-15,05:59:33,7
Pioneer,Fair (Night),2024-03-15,05:59:33,2
Punggol,Fair (Night),2024-03-15,05:59:33,49
Queenstown,Fair (Night),2024-03-15,05:59:33,10
Seletar,Fair (Night),2024-03-15,05:59:33,8
Sembawang,Fair (Night),2024-03-15,05:59:33,29
Sengkang,Fair (Night),2024-03-15,05:59:33,47
Sentosa,Fair (Night),2024-03-15,05:59:33,5
Serangoon,Fair (Night),2024-03-15,05:59:33,40
Sungei Kadut,Fair (Night),2024-03-15,05:59:33,17
Tampines,Fair (Night),2024-03-15,05:59:33,72
Tanglin,Fair (Night),2024-03-15,05:59:33,14
Tengah,Fair (Night),2024-03-15,05:59:33,3
Toa Payoh,Fair (Night),2024-03-15,05:59:33,36
Woodlands,Fair (Night),2024-03-15,05:59:33,58
Yishun,Fair (Night),2024-03-15,05:59:33,47
Ang Mo Kio,Fair (Day),2024-03-15,06:14:33,24
Bedok,Fair (Day),2024-03-15,06:14:33,70
Bishan,Fair (Day),2024-03-15,06:14:33,8
Boon Lay,Fair (Day),2024-03-15,06:14:33,3
Bukit Batok,Fair (Day),2024-03-15,06:14:33,30
Bukit Merah,Fair (Day),2024-03-15,06:14:33,38
Bukit Panjang,Fair (Day),2024-03-15,06:14:33,21
Bukit Timah,Fair (Day),2024-03-15,06:14:33,11
Changi,Fair (Day),2024-03-15,06:14:33,221
Choa Chu Kang,Fair (Day),2024-03-15,06:14:33,35
City,Fair (Day),2024-03-15,06:14:33,55
Clementi,Fair (Day),2024-03-15,06:14:33,15
Geylang,Fair (Day),2024-03-15,06:14:33,36
Hougang,Fair (Day),2024-03-15,06:14:33,23
Jurong East,Fair (Day),2024-03-15,06:14:33,10
Jurong West,Fair (Day),2024-03-15,06:14:33,46
Kallang,Fair (Day),2024-03-15,06:14:33,46
Mandai,Fair (Day),2024-03-15,06:14:33,2
Marine Parade,Fair (Day),2024-03-15,06:14:33,10
Novena,Fair (Day),2024-03-15,06:14:33,2
Pasir Ris,Fair (Day),2024-03-15,06:14:33,66
Paya Lebar,Fair (Day),2024-03-15,06:14:33,11
Pioneer,Fair (Day),2024-03-15,06:14:33,2
Pulau Ubin,Fair (Day),2024-03-15,06:14:33,2
